Site,Plot,Subplot,Quadrat,Date_observed,Spp_name,Grazing_value,DPM Height,
C,5,Z1,Q3,2024-04-15,Digitaria eriantha,High,5.2,
C,5,Z1,Q3,2024-04-15,Eragrostis rigidior,Moderate,4.2,
C,5,Z1,Q4,2024-04-15,Pogonarthria squarrosa ,Low,9.8,
C,5,Z1,Q4,2024-04-15,Digitaria eriantha,High,8.4,
C,5,Z1,Q4,2024-04-15,,,7.1,
C,5,Z1,Q4,2024-04-15,,,7.5,
C,5,Z1,Q5,2024-04-15,Panicum maximum,High,12.5,
C,5,Z1,Q5,2024-04-15,Melinis repens,Low,5.5,
C,5,Z1,Q5,2024-04-15,,,8.4,
C,5,Z1,Q5,2024-04-15,,,5.9,
C,5,Z2,Q1,2024-04-16,Heteropogon contortus,Moderate,7.5,
C,5,Z2,Q1,2024-04-16,,,7.4,
C,5,Z2,Q1,2024-04-16,,,7.3,
C,5,Z2,Q1,2024-04-16,,,7.1,
C,5,Z2,Q2,2024-04-16,Heteropogon contortus,Moderate,2.3,
C,5,Z2,Q2,2024-04-16,Brachiaria brizantha,,1.9,
C,5,Z2,Q2,2024-04-16,,,2.3,
C,5,Z2,Q2,2024-04-16,,,2.6,
C,5,Z2,Q3,2024-04-16,Pogonarthria squarrosa ,Low,5.6,
C,5,Z2,Q3,2024-04-16,Perotis patens,Low,5.3,
C,5,Z2,Q3,2024-04-16,Digitaria eriantha,High,5.1,
C,5,Z2,Q3,2024-04-16,,,5,
C,5,Z2,Q4,2024-04-16,Heteropogon contortus,Moderate,5.6,
C,5,Z2,Q4,2024-04-16,Pogonarthria squarrosa ,Low,6,
C,5,Z2,Q4,2024-04-16,Diheteropogon amplectens,Moderate,6,
C,5,Z2,Q4,2024-04-16,Perotis patens,Low,5.8,
C,5,Z2,Q5,2024-04-16,Panicum maximum,High,6.7,
C,5,Z2,Q5,2024-04-16,Digitaria eriantha,High,6.6,
C,5,Z2,Q5,2024-04-16,,,6.5,
C,5,Z2,Q5,2024-04-16,,,6.3,
C,5,Z3,Q1,2024-04-16,Eragrostis gummiflua,Low,3.1,
C,5,Z3,Q1,2024-04-16,Panicum maximum,High,3.1,
C,5,Z3,Q1,2024-04-16,Heteropogon contortus,Moderate,3.1,
C,5,Z3,Q1,2024-04-16,Aristida adscensionis,Low,2.4,
C,5,Z3,Q1,2024-04-16,Digitaria eriantha,High,,
C,5,Z3,Q2,2024-04-16,Eragrostis gummiflua,Low,5.9,
C,5,Z3,Q2,2024-04-16,Aristida adscensionis,Low,5.5,
C,5,Z3,Q2,2024-04-16,Digitaria eriantha,High,5.2,
C,5,Z3,Q2,2024-04-16,Eragrostis viscosa,Low,4.9,
C,5,Z3,Q2,2024-04-16,Brachiaria brizantha,Moderate,,
C,5,Z3,Q2,2024-04-16,Pogonarthria squarrosa ,Low,,
C,5,Z3,Q3,2024-04-16,,,0,
C,5,Z3,Q3,2024-04-16,,,0,
C,5,Z3,Q3,2024-04-16,,,0,
C,5,Z3,Q3,2024-04-16,,,0,
C,5,Z3,Q4,2024-04-16,Panicum maximum,High,8.8,
C,5,Z3,Q4,2024-04-16,Digitaria eriantha,High,5.4,
C,5,Z3,Q4,2024-04-16,,,4.2,
C,5,Z3,Q4,2024-04-16,,,5.7,
C,5,Z3,Q5,2024-04-16,Panicum maximum,High,4.2,
C,5,Z3,Q5,2024-04-16,,,5.3,
C,5,Z3,Q5,2024-04-16,,,7.7,
C,5,Z3,Q5,2024-04-16,,,7.4,
C,5,Z4,Q1,2024-04-16,Eragrostis gummiflua,Low,3.3,
C,5,Z4,Q1,2024-04-16,Pogonarthria squarrosa ,Low,2.9,
C,5,Z4,Q1,2024-04-16,Eragrostis superba,Moderate,3.5,
C,5,Z4,Q1,2024-04-16,,,3.1,
C,5,Z4,Q2,2024-04-16,Digitaria eriantha,High,7.8,
C,5,Z4,Q2,2024-04-16,Heteropogon contortus,Moderate,7.1,
C,5,Z4,Q2,2024-04-16,Eragrostis rigidior,Moderate,6.6,
C,5,Z4,Q2,2024-04-16,,,6.2,
C,5,Z4,Q3,2024-04-16,Eragrostis gummiflua,Low,3.3,
C,5,Z4,Q3,2024-04-16,Digitaria eriantha,High,3.2,
C,5,Z4,Q3,2024-04-16,Heteropogon contortus,Moderate,3.2,
C,5,Z4,Q3,2024-04-16,Brachiaria brizantha,Moderate,3.1,
C,5,Z4,Q4,2024-04-16,Panicum maximum,High,4,
C,5,Z4,Q4,2024-04-16,,,4.7,
C,5,Z4,Q4,2024-04-16,,,4.6,
C,5,Z4,Q4,2024-04-16,,,5,
C,5,Z4,Q5,2024-04-16,Heteropogon contortus,Moderate,6.6,
C,5,Z4,Q5,2024-04-16,Pogonarthria squarrosa ,Low,4.8,
C,5,Z4,Q5,2024-04-16,Aristida adscensionis,Low,3.8,
C,5,Z4,Q5,2024-04-16,Brachiaria brizantha,Moderate,4,
D,1,Z1,Q1,2024-04-23,Brachiaria nigropedata,High,1.8,
D,1,Z1,Q1,2024-04-23,Eragrostis rigidior,Moderate,2.9,
D,1,Z1,Q1,2024-04-23,Heteropogon contortus,Moderate,2.9,
D,1,Z1,Q1,2024-04-23,,,2.7,
D,1,Z1,Q2,2024-04-23,,,0,
D,1,Z1,Q2,2024-04-23,,,0,
D,1,Z1,Q2,2024-04-23,,,0,
D,1,Z1,Q2,2024-04-23,,,0,
D,1,Z1,Q3,2024-04-23,Eragrostis rigidior,Moderate,6.8,
D,1,Z1,Q3,2024-04-23,Heteropogon contortus,Moderate,6.6,
D,1,Z1,Q3,2024-04-23,,,5.5,
D,1,Z1,Q3,2024-04-23,,,5,
D,1,Z1,Q4,2024-04-23,Brachiaria nigropedata,High,2.6,
D,1,Z1,Q3,2024-04-23,Chloris virgata,Moderate,2.6,
D,1,Z1,Q4,2024-04-23,,,2.6,
D,1,Z1,Q4,2024-04-23,,,2.6,
D,1,Z1,Q5,2024-04-23,Eragrostis rigidior,Moderate,17.3,
D,1,Z1,Q5,2024-04-23,Sporobolus ioclados,Moderate,12.7,
D,1,Z1,Q5,2024-04-23,,,12.8,
D,1,Z1,Q5,2024-04-23,,,12.3,
D,1,Z2,Q1,2024-04-23,Chloris virgata,Moderate,7.5,
D,1,Z2,Q1,2024-04-23,Aristida adscensionis,Low,5.8,
D,1,Z2,Q1,2024-04-23,,,5.8,
D,1,Z2,Q1,2024-04-23,,,6.6,
D,1,Z2,Q2,2024-04-23,Eragrostis rigidior,Moderate,8,
D,1,Z2,Q2,2024-04-23,Sporobolus ioclados,Moderate,11.5,
D,1,Z2,Q2,2024-04-23,,,17.2,
D,1,Z2,Q2,2024-04-23,,,15.6,
D,1,Z2,Q3,2024-04-23,Chloris virgata,Moderate,6.2,
D,1,Z2,Q3,2024-04-23,Brachiaria nigropedata,High,5.8,
D,1,Z2,Q3,2024-04-23,,,5.6,
D,1,Z2,Q3,2024-04-23,,,5.8,
D,1,Z2,Q4,2024-04-23,Enteropogon macrostachyus,High,6.9,
D,1,Z2,Q4,2024-04-23,Aristida adscensionis,Low,7,
D,1,Z2,Q4,2024-04-23,Digitaria eriantha,High,6.6,
D,1,Z2,Q4,2024-04-24,,,6.5,
D,1,Z2,Q5,2024-04-24,Heteropogon contortus,Moderate,3.2,
D,1,Z2,Q5,2024-04-24,Themeda triandra,High,8.9,
D,1,Z2,Q5,2024-04-24,,,8.4,
D,1,Z2,Q5,2024-04-24,,,8.5,
D,1,Z3,Q1,2024-04-24,Aristida diffusa,Low,11.7,
D,1,Z3,Q1,2024-04-24,Chloris virgata,Moderate,9,
D,1,Z3,Q1,2024-04-24,,,11.4,
D,1,Z3,Q1,2024-04-24,,,10.9,
D,1,Z3,Q2,2024-04-24,Aristida adscensionis,Low,6.6,
D,1,Z3,Q2,2024-04-24,Panicum maximum,High,5.6,
D,1,Z3,Q2,2024-04-24,,,5.6,
D,1,Z3,Q2,2024-04-24,,,6.1,
D,1,Z3,Q3,2024-04-24,Heteropogon contortus,Moderate,2.2,
D,1,Z3,Q3,2024-04-24,Aristida adscensionis,Low,2.3,
D,1,Z3,Q3,2024-04-24,Digitaria eriantha,High,2.1,
D,1,Z3,Q3,2024-04-24,,,3.3,
D,1,Z3,Q4,2024-04-24,,,0,
D,1,Z3,Q4,2024-04-24,,,0,
D,1,Z3,Q4,2024-04-24,,,0,
D,1,Z3,Q4,2024-04-24,,,0,
D,1,Z3,Q5,2024-04-24,Aristida diffusa,Low,2.3,
D,1,Z3,Q5,2024-04-24,Aristida adscensionis,Low,2.3,
D,1,Z3,Q5,2024-04-24,,,2.3,
D,1,Z3,Q5,2024-04-24,,,2.3,
D,1,Z4,Q1,2024-04-24,Heteropogon contortus,Moderate,3,
D,1,Z4,Q1,2024-04-24,Setaria pumila ,Moderate,3,
D,1,Z4,Q1,2024-04-24,,,3,
D,1,Z4,Q1,2024-04-24,,,3,
D,1,Z4,Q2,2024-04-24,Enteropogon macrostachyus,High,9.9,
D,1,Z4,Q2,2024-04-24,Andropogon eucomus,Low,10.5,
D,1,Z4,Q2,2024-04-24,Aristida adscensionis,Low,11.1,
D,1,Z4,Q2,2024-04-24,,,11.6,
D,1,Z4,Q3,2024-04-24,Andropogon eucomus,Low,10,
D,1,Z4,Q3,2024-04-24,Heteropogon contortus,Moderate,13.2,
D,1,Z4,Q3,2024-04-24,Eragrostis rigidior,Moderate,11.8,
D,1,Z4,Q3,2024-04-24,,,12.4,
D,1,Z4,Q4,2024-04-24,Chloris virgata,Moderate,7.2,
D,1,Z4,Q4,2024-04-24,,,7.5,
D,1,Z4,Q4,2024-04-24,,,7.5,
D,1,Z4,Q4,2024-04-24,,,5.4,
D,1,Z4,Q5,2024-04-24,Chloris virgata,Moderate,4.6,
D,1,Z4,Q5,2024-04-24,Eragrostis rigidior,Moderate,4.1,
D,1,Z4,Q5,2024-04-24,Brachiaria nigropedata,High,3.8,
D,1,Z4,Q5,2024-04-24,,,3.8,
D,2,Z1,Q1,2024-04-24,Panicum maximum,High,3.2,
D,2,Z1,Q1,2024-04-24,,,3.3,
D,2,Z1,Q1,2024-04-24,,,3,
D,2,Z1,Q1,2024-04-24,,,3,
D,2,Z1,Q2,2024-04-24,Andropogon eucomus,Low,18.5,
D,2,Z1,Q2,2024-04-24,Enteropogon macrostachyus,High,17.5,
D,2,Z1,Q2,2024-04-24,,,19.2,
D,2,Z1,Q2,2024-04-24,,,15,
D,2,Z1,Q3,2024-04-24,Heteropogon contortus,Moderate,8,
D,2,Z1,Q3,2024-04-24,Aristida adscensionis,Low,6.4,
D,2,Z1,Q3,2024-04-24,Enteropogon macrostachyus,High,9.8,
D,2,Z1,Q3,2024-04-24,,,10.3,
D,2,Z1,Q4,2024-04-24,Brachiaria nigropedata,High,3.4,
D,2,Z1,Q4,2024-04-24,Heteropogon contortus,Moderate,5.5,
D,2,Z1,Q4,2024-04-24,Aristida adscensionis,Low,6.1,
D,2,Z1,Q4,2024-04-24,Enteropogon macrostachyus,High,6.6,
D,2,Z1,Q5,2024-04-24,Eragrostis rigidior,Moderate,11.7,
D,2,Z1,Q5,2024-04-24,Chloris virgata,Moderate,6.5,
D,2,Z1,Q5,2024-04-24,Setaria incrassata,High,8.6,
D,2,Z1,Q5,2024-04-24,,,8.7,
D,2,Z2,Q1,2024-04-24,Heteropogon contortus,Moderate,5,
D,2,Z2,Q1,2024-04-24,Aristida adscensionis,Low,5.1,
D,2,Z2,Q1,2024-04-24,Aristida diffusa,Low,5.1,
D,2,Z2,Q1,2024-04-24,,,5.7,
D,2,Z2,Q2,2024-04-24,Enteropogon macrostachyus,High,14.1,
D,2,Z2,Q2,2024-04-24,Aristida adscensionis,Low,9.2,
D,2,Z2,Q2,2024-04-24,,,9.2,
D,2,Z2,Q2,2024-04-24,,,9.2,
D,2,Z2,Q3,2024-04-24,Panicum maximum,High,7.5,
D,2,Z2,Q3,2024-04-24,Brachiaria nigropedata,High,9.6,
D,2,Z2,Q3,2024-04-24,Eragrostis rigidior,Moderate,11.4,
D,2,Z2,Q3,2024-04-24,Chloris virgata,Moderate,8.9,
D,2,Z2,Q4,2024-04-24,Heteropogon contortus,Moderate,20.4,
D,2,Z2,Q4,2024-04-24,Brachiaria nigropedata,High,15.5,
D,2,Z2,Q4,2024-04-24,,,13.4,
D,2,Z2,Q4,2024-04-24,,,13.2,
D,2,Z2,Q5,2024-04-24,Enteropogon macrostachyus,High,8.5,
D,2,Z2,Q5,2024-04-24,Brachiaria nigropedata,High,8.5,
D,2,Z2,Q5,2024-04-24,,,6.6,
D,2,Z2,Q5,2024-04-24,,,6.5,
D,2,Z3,Q1,2024-04-24,Heteropogon contortus,Moderate,9.1,
D,2,Z3,Q1,2024-04-24,Andropogon eucomus,Low,6.6,
D,2,Z3,Q1,2024-04-24,Aristida adscensionis,Low,5.2,
D,2,Z3,Q1,2024-04-24,Eragrostis rigidior,Moderate,5.2,
D,2,Z3,Q1,2024-04-24,Eragrostis gummiflua,Low,,
D,2,Z3,Q2,2024-04-24,Heteropogon contortus,Moderate,7.2,
D,2,Z3,Q2,2024-04-24,Andropogon eucomus,Low,6.8,
D,2,Z3,Q2,2024-04-24,Eragrostis rigidior,Moderate,6.8,
D,2,Z3,Q2,2024-04-24,,,20.5,
D,2,Z3,Q3,2024-04-24,Andropogon eucomus,Low,11.9,
D,2,Z3,Q3,2024-04-24,Setaria incrassata,High,17.2,
D,2,Z3,Q3,2024-04-24,,,13.9,
D,2,Z3,Q3,2024-04-24,,,12.9,
D,2,Z3,Q4,2024-04-24,Heteropogon contortus,Moderate,7.5,
D,2,Z3,Q4,2024-04-24,Enteropogon macrostachyus,High,6,
D,2,Z3,Q4,2024-04-24,,,5.9,
D,2,Z3,Q4,2024-04-24,,,7.7,
D,2,Z3,Q5,2024-04-24,Heteropogon contortus,Moderate,2.4,
D,2,Z3,Q5,2024-04-24,,,2.4,
D,2,Z3,Q5,2024-04-24,,,5.9,
D,2,Z3,Q5,2024-04-24,,,4.9,
D,2,Z4,Q1,2024-04-24,Enteropogon macrostachyus,High,7.1,
D,2,Z4,Q1,2024-04-24,Panicum maximum,High,6.6,
D,2,Z4,Q1,2024-04-24,Heteropogon contortus,Moderate,7.3,
D,2,Z4,Q1,2024-04-24,,,8.4,
D,2,Z4,Q2,2024-04-24,Andropogon eucomus,Low,17.8,
D,2,Z4,Q2,2024-04-24,Heteropogon contortus,Moderate,16.8,
D,2,Z4,Q2,2024-04-24,Aristida adscensionis,Low,17.4,
D,2,Z4,Q2,2024-04-24,,,18.8,
D,2,Z4,Q3,2024-04-24,Heteropogon contortus,Moderate,14.8,
D,2,Z4,Q3,2024-04-24,Aristida adscensionis,Low,16.1,
D,2,Z4,Q3,2024-04-24,Chloris virgata,Moderate,16.9,
D,2,Z4,Q3,2024-04-24,,,16.8,
D,2,Z4,Q4,2024-04-24,Panicum maximum,High,21.3,
D,2,Z4,Q4,2024-04-24,Heteropogon contortus,Moderate,18.3,
D,2,Z4,Q4,2024-04-24,,,11.9,
D,2,Z4,Q4,2024-04-24,,,12.8,
D,2,Z4,Q5,2024-04-24,Heteropogon contortus,Moderate,20.4,
D,2,Z4,Q5,2024-04-24,Chloris virgata,Moderate,17.1,
D,2,Z4,Q5,2024-04-24,,,17.9,
D,2,Z4,Q5,2024-04-24,,,16.2,
D,3,Z1,Q1,2024-04-25,Heteropogon contortus,Moderate,33.5,
D,3,Z1,Q1,2024-04-25,Chloris virgata,Moderate,33.6,
D,3,Z1,Q1,2024-04-25,Sporobolus ioclados,Moderate,26.4,
D,3,Z1,Q1,2024-04-25,,,24.4,
D,3,Z1,Q2,2024-04-25,Aristida adscensionis,Low,14.9,
D,3,Z1,Q2,2024-04-25,,,14.5,
D,3,Z1,Q2,2024-04-25,,,14.5,
D,3,Z1,Q2,2024-04-25,,,14.6,
D,3,Z1,Q3,2024-04-25,Heteropogon contortus,Low,8.3,
D,3,Z1,Q3,2024-04-25,Setaria incrassata,High,7.3,
D,3,Z1,Q3,2024-04-25,,,6,
D,3,Z1,Q3,2024-04-25,,,6,
D,3,Z1,Q4,2024-04-25,Heteropogon contortus,Moderate,3.7,
D,3,Z1,Q4,2024-04-25,Aristida adscensionis,Low,3.6,
D,3,Z1,Q4,2024-04-25,Chloris virgata,Moderate,3.8,
D,3,Z1,Q4,2024-04-25,Brachiaria nigropedata,High,3.8,
D,3,Z1,Q4,2024-04-25,Aristida diffusa,Low,,
D,3,Z1,Q5,2024-04-25,Enteropogon macrostachyus,High,5,
D,3,Z1,Q5,2024-04-25,Heteropogon contortus,Moderate,4.8,
D,3,Z1,Q5,2024-04-25,Setaria incrassata,High,8.1,
D,3,Z1,Q5,2024-04-25,,,8.7,
D,3,Z2,Q1,2024-04-25,Andropogon eucomus,Low,13.1,
D,3,Z2,Q1,2024-04-25,Heteropogon contortus,Moderate,14.4,
D,3,Z2,Q1,2024-04-25,,,11.9,
D,3,Z2,Q1,2024-04-25,,,11.5,
D,3,Z2,Q2,2024-04-25,Heteropogon contortus,Moderate,30.2,
D,3,Z2,Q2,2024-04-25,Enteropogon macrostachyus,High,21.3,
D,3,Z2,Q2,2024-04-25,,,21.3,
D,3,Z2,Q2,2024-04-25,,,20.4,
D,3,Z2,Q3,2024-04-25,Panicum maximum,High,6.1,
D,3,Z2,Q3,2024-04-25,,,6.1,
D,3,Z2,Q3,2024-04-25,,,6.1,
D,3,Z2,Q3,2024-04-25,,,6.1,
D,3,Z2,Q4,2024-04-25,Enteropogon macrostachyus,High,5.5,
D,3,Z2,Q4,2024-04-25,Aristida adscensionis,Low,5.9,
D,3,Z2,Q4,2024-04-25,Heteropogon contortus,Moderate,5.6,
D,3,Z2,Q4,2024-04-25,Chloris virgata,Moderate,4.8,
D,3,Z2,Q5,2024-04-25,Enteropogon macrostachyus,High,5.8,
D,3,Z2,Q5,2024-04-25,Aristida adscensionis,Low,8.5,
D,3,Z2,Q5,2024-04-25,Heteropogon contortus,Moderate,8.7,
D,3,Z2,Q5,2024-04-25,,,8.3,
D,3,Z3,Q1,2024-04-25,Aristida diffusa,Low,16.5,
D,3,Z3,Q1,2024-04-25,,,16.4,
D,3,Z3,Q1,2024-04-25,,,15.6,
D,3,Z3,Q1,2024-04-25,,,15.7,
D,3,Z3,Q2,2024-04-25,Aristida diffusa,Low,17.5,
D,3,Z3,Q2,2024-04-25,Heteropogon contortus,Moderate,16.3,
D,3,Z3,Q2,2024-04-25,Aristida adscensionis,Low,15.7,
D,3,Z3,Q2,2024-04-25,,,15.6,
D,3,Z3,Q3,2024-04-25,Andropogon eucomus,Low,7.5,
D,3,Z3,Q3,2024-04-25,Heteropogon contortus,Moderate,5.5,
D,3,Z3,Q3,2024-04-25,Brachiaria nigropedata,High,10.6,
D,3,Z3,Q3,2024-04-25,Eragrostis gummiflua ,Low,9.5,
D,3,Z3,Q4,2024-04-25,Enteropogon macrostachyus,High,11.7,
D,3,Z3,Q4,2024-04-25,Setaria pumila ,Moderate,11,
D,3,Z3,Q4,2024-04-25,,,10.7,
D,3,Z3,Q4,2024-04-25,,,9.7,
D,3,Z3,Q5,2024-04-25,,,0,
D,3,Z3,Q5,2024-04-25,,,0,
D,3,Z3,Q5,2024-04-25,,,0,
D,3,Z3,Q5,2024-04-25,,,0,
D,3,Z4,Q1,2024-04-25,Panicum maximum,High,7.8,
D,3,Z4,Q1,2024-04-25,Enteropogon macrostachyus,High,7.5,
D,3,Z4,Q1,2024-04-25,Aristida adscensionis,Low,7.5,
D,3,Z4,Q1,2024-04-25,,,9.1,
D,3,Z4,Q2,2024-04-25,Heteropogon contortus,Moderate,1.9,
D,3,Z4,Q2,2024-04-25,Aristida adscensionis,Low,4.4,
D,3,Z4,Q2,2024-04-25,Brachiaria nigropedata,High,4.8,
D,3,Z4,Q2,2024-04-25,,,4.1,
D,3,Z4,Q3,2024-04-25,Themeda triandra,High,10,
D,3,Z4,Q3,2024-04-25,Heteropogon contortus,Moderate,4.3,
D,3,Z4,Q3,2024-04-25,Andropogon eucomus,Low,7.7,
D,3,Z4,Q3,2024-04-25,,,7.7,
D,3,Z4,Q4,2024-04-25,Heteropogon contortus,Moderate,8.3,
D,3,Z4,Q4,2024-04-25,Digitaria eriantha,High,7.6,
D,3,Z4,Q4,2024-04-25,,,6.7,
D,3,Z4,Q4,2024-04-25,,,7.3,
D,3,Z4,Q5,2024-04-25,,,0,
D,3,Z4,Q5,2024-04-25,,,0,
D,3,Z4,Q5,2024-04-25,,,0,
D,3,Z4,Q5,2024-04-25,,,0,
D,4,Z1,Q1,2024-04-25,Enteropogon macrostachyus,High,12.5,
D,4,Z1,Q1,2024-04-25,Heteropogon contortus,Moderate,11.2,
D,4,Z1,Q1,2024-04-25,,,11,
D,4,Z1,Q1,2024-04-25,,,10,
D,4,Z1,Q2,2024-04-25,Sporobolus ioclados,Moderate,2.5,
D,4,Z1,Q2,2024-04-25,Setaria incrassata,High,5.2,
D,4,Z1,Q2,2024-04-25,Heteropogon contortus,Moderate,6.3,
D,4,Z1,Q2,2024-04-25,Brachiaria nigropedata,High,5.9,
D,4,Z1,Q2,2024-04-25,Melinis repens,Low,,
D,4,Z1,Q3,2024-04-25,Enteropogon macrostachyus,High,2.6,
D,4,Z1,Q3,2024-04-25,Sporobolus ioclados,Moderate,2.6,
D,4,Z1,Q3,2024-04-25,Heteropogon contortus,Moderate,2.6,
D,4,Z1,Q3,2024-04-25,Aristida adscensionis,Low,5.1,
D,4,Z1,Q4,2024-04-25,Enteropogon macrostachyus,High,2.4,
D,4,Z1,Q4,2024-04-25,Heteropogon contortus,Moderate,2,
D,4,Z1,Q4,2024-04-25,,,5.1,
D,4,Z1,Q4,2024-04-25,,,4.2,
D,4,Z1,Q5,2024-04-25,Themeda triandra ,High,11.9,
D,4,Z1,Q5,2024-04-25,Aristida adscensionis,Low,11.1,
D,4,Z1,Q5,2024-04-25,Enteropogon macrostachyus,High,10.7,
D,4,Z1,Q5,2024-04-25,Melinis repens,Low,10.2,
D,4,Z1,Q5,2024-04-25,Eragrostis gummiflua ,Low,,
D,4,Z2,Q1,2024-04-25,Enteropogon macrostachyus,High,7,
D,4,Z2,Q1,2024-04-25,Aristida adscensionis,Low,7.5,
D,4,Z2,Q1,2024-04-25,,,7.7,
D,4,Z2,Q1,2024-04-25,,,7.8,
D,4,Z2,Q2,2024-04-25,Enteropogon macrostachyus,High,3.8,
D,4,Z2,Q2,2024-04-25,Aristida adscensionis,Low,4.4,
D,4,Z2,Q2,2024-04-25,Heteropogon contortus,Moderate,4.2,
D,4,Z2,Q2,2024-04-25,,,4.6,
D,4,Z2,Q3,2024-04-25,Enteropogon macrostachyus,High,8.2,
D,4,Z2,Q3,2024-04-25,Digitaria eriantha,High,8.2,
D,4,Z2,Q3,2024-04-25,Setaria incrassata,High,6.7,
D,4,Z2,Q3,2024-04-25,Sporobolus ioclados,Moderate,6,
D,4,Z2,Q4,2024-04-25,Heteropogon contortus,Moderate,9.5,
D,4,Z2,Q4,2024-04-25,Aristida diffusa ,Low,8.8,
D,4,Z2,Q4,2024-04-25,,,8.6,
D,4,Z2,Q4,2024-04-25,,,8.4,
D,4,Z2,Q5,2024-04-25,Heteropogon contortus,Moderate,5.6,
D,4,Z2,Q5,2024-04-25,Sporobolus ioclados,Moderate,7,
D,4,Z2,Q5,2024-04-25,Aristida diffusa ,Low,6.8,
D,4,Z2,Q5,2024-04-25,Eragrostis rigidior,Moderate,6.4,
D,4,Z2,Q5,2024-04-25,Andropogon eucomus,Low,,
D,4,Z3,Q1,2024-04-26,Heteropogon contortus,Moderate,10.5,
D,4,Z3,Q1,2024-04-25,Setaria incrassata,High,8.1,
D,4,Z3,Q1,2024-04-25,Andropogon eucomus,Low,8.1,
D,4,Z3,Q1,2024-04-25,,,7.8,
D,4,Z3,Q2,2024-04-25,Enteropogon macrostachyus,High,11.5,
D,4,Z3,Q2,2024-04-25,Heteropogon contortus,Moderate,11.5,
D,4,Z3,Q2,2024-04-25,Andropogon eucomus,Low,13.8,
D,4,Z3,Q2,2024-04-25,,,14.9,
D,4,Z3,Q3,2024-04-25,Enteropogon macrostachyus,High,11.9,
D,4,Z3,Q3,2024-04-25,Eragrostis superba,Moderate,18.5,
D,4,Z3,Q3,2024-04-25,Aristida adscensionis,Low,17.7,
D,4,Z3,Q3,2024-04-25,,,18.4,
D,4,Z3,Q4,2024-04-25,Heteropogon contortus,Moderate,4.6,
D,4,Z3,Q4,2024-04-25,Aristida adscensionis,Low,3.2,
D,4,Z3,Q4,2024-04-25,Pogonarthria squarrosa ,Low,3.6,
D,4,Z3,Q4,2024-04-25,,,4,
D,4,Z3,Q5,2024-04-25,Digitaria eriantha,High,11.7,
D,4,Z3,Q5,2024-04-25,Enteropogon macrostachyus,High,12.9,
D,4,Z3,Q5,2024-04-25,Panicum maximum,High,13,
D,4,Z3,Q5,2024-04-25,Aristida adscensionis,Low,14.1,
D,4,Z3,Q5,2024-04-25,Heteropogon contortus,Moderate,,
D,4,Z4,Q1,2024-04-26,Pogonarthria squarrosa ,Low,11.4,
D,4,Z4,Q1,2024-04-26,Digitaria eriantha,High,10,
D,4,Z4,Q1,2024-04-26,Heteropogon contortus,Moderate,10.6,
D,4,Z4,Q1,2024-04-26,Sporobolus ioclados,Moderate,10.1,
D,4,Z4,Q2,2024-04-26,Heteropogon contortus,Moderate,23,
D,4,Z4,Q2,2024-04-26,Eragrostis superba,Moderate,28.2,
D,4,Z4,Q2,2024-04-26,Eragrostis gummiflua,Low,29.2,
D,4,Z4,Q2,2024-04-26,Enteropogon macrostachyus,High,29,
D,4,Z4,Q3,2024-04-26,Enteropogon macrostachyus,High,6.2,
D,4,Z4,Q3,2024-04-26,Heteropogon contortus,Moderate,6.2,
D,4,Z4,Q3,2024-04-26,Sporobolus ioclados,Moderate,6.2,
D,4,Z4,Q3,2024-04-26,Brachiaria nigropedata,High,6,
D,4,Z4,Q4,2024-04-26,Heteropogon contortus,Moderate,6.8,
D,4,Z4,Q4,2024-04-26,Enteropogon macrostachyus,High,6.6,
D,4,Z4,Q4,2024-04-26,Sporobolus ioclados,Moderate,4.9,
D,4,Z4,Q4,2024-04-26,Aristida diffusa,Low,5.3,
D,4,Z4,Q5,2024-04-26,Themeda triandra ,High,7.5,
D,4,Z4,Q5,2024-04-26,Heteropogon contortus,Moderate,7.4,
D,4,Z4,Q5,2024-04-26,,,8.9,
D,4,Z4,Q5,2024-04-26,,,9.8,
D,5,Z1,Q1,2024-04-26,Andropogon eucomus,Low,17.2,
D,5,Z1,Q1,2024-04-26,Enteropogon macrostachyus,High,16.6,
D,5,Z1,Q1,2024-04-26,Heteropogon contortus,Moderate,16.7,
D,5,Z1,Q1,2024-04-26,,,16,
D,5,Z1,Q2,2024-04-26,Aristida diffusa,Low,10,
D,5,Z1,Q2,2024-04-26,Heteropogon contortus,Moderate,9.3,
D,5,Z1,Q2,2024-04-26,,,10.9,
D,5,Z1,Q2,2024-04-26,,,10.7,
D,5,Z1,Q3,2024-04-26,Enteropogon macrostachyus,High,16,
D,5,Z1,Q3,2024-04-26,Hyperrhenia hirta,Low,15.2,
D,5,Z1,Q3,2024-04-26,,,13.4,
D,5,Z1,Q3,2024-04-26,,,17.2,
D,5,Z1,Q4,2024-04-26,Enteropogon macrostachyus,High,9.5,
D,5,Z1,Q4,2024-04-26,Heteropogon contortus,Moderate,13.8,
D,5,Z1,Q4,2024-04-26,,,14.5,
D,5,Z1,Q4,2024-04-26,,,17.8,
D,5,Z1,Q5,2024-04-26,Enteropogon macrostachyus,High,13.3,
D,5,Z1,Q5,2024-04-26,Heteropogon contortus,Moderate,13.9,
D,5,Z1,Q5,2024-04-26,Setaria incrassata,High,17.1,
D,5,Z1,Q5,2024-04-26,,,17.3,
